Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Change of institution/course,1,Communication Design,Daytime,Secondary education,130.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Construction/Craft,124.5,No,No,No,Yes,Female,Yes,20,No,5,11,11,11,13.818181818181818,0,5,11,11,11,13.454545454545457,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,144.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Technician/Professional,126.9,No,No,No,Yes,Female,No,19,No,0,6,8,5,10.6,0,0,6,11,4,10.5,0,15.5,2.8,-4.06,Graduate
Single,Over 23 years old,1,Management,Daytime,Basic education 3rd cycle,133.1,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Technician/Professional,Service/Security/Sales,153.2,Yes,No,Yes,Yes,Female,No,24,No,0,5,8,5,10.2,0,0,5,6,5,12.2,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,148.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Unskilled,129.8,No,No,No,Yes,Female,No,20,No,0,6,11,5,10.6,0,0,6,11,4,10.4,0,15.5,2.8,-4.06,Enrolled
Single,Change of course,1,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual/Scientific,Technician/Professional,135.0,No,No,No,Yes,Female,No,27,No,7,10,10,9,11.444444444444445,0,4,11,11,5,10.8,0,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,133.0,Portuguese,Secondary Education - 12th Year,Basic Education 2nd Cycle,Service/Security/Sales,Armed Forces,131.3,Yes,No,No,Yes,Female,No,20,No,0,6,9,5,14.333333333333334,0,4,8,8,8,12.625,0,15.5,2.8,-4.06,Enrolled
Single,Change of course,6,Social Service,Daytime,Secondary education,129.0,Portuguese,Unknown,Unknown,Student,Student,125.2,No,No,No,Yes,Female,Yes,23,No,15,16,18,16,13.0,0,11,13,15,13,13.266666666666667,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,144.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Administrative,Machine Operator,141.3,Yes,No,No,Yes,Female,Yes,18,No,0,8,9,8,13.31,1,0,8,9,8,13.31,1,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,120.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Administrative,Unskilled,117.1,Yes,No,No,Yes,Female,Yes,18,No,0,6,10,5,10.571428571428571,1,0,6,9,5,12.2,0,12.7,3.7,-1.7,Graduate
Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,144.0,Portuguese,Secondary Education - 12th Year,Basic Education 1st Cycle,Unskilled,Unskilled,126.5,Yes,No,No,Yes,Female,Yes,20,No,0,8,8,7,13.487142857142857,0,0,8,8,7,13.487142857142857,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,132.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled,Construction/Craft,120.1,No,No,No,Yes,Female,Yes,20,No,0,6,6,6,12.333333333333334,0,0,6,7,6,11.833333333333334,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,142.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Construction/Craft,Armed Forces,128.4,No,No,No,Yes,Female,No,23,No,0,6,11,6,11.875,0,0,6,9,5,12.833333333333334,0,11.1,0.6,2.02,Dropout
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,136.0,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Unskilled,140.0,Yes,No,No,Yes,Female,No,20,No,0,7,7,6,13.966666666666669,0,0,7,7,6,13.966666666666669,0,7.6,2.6,0.32,Graduate
Single,Over 23 years old,1,Tourism,Daytime,12th year - not completed,133.1,Portuguese,Unknown,Unknown,Student,Student,110.0,Yes,No,No,No,Female,No,28,No,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,122.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Technician/Professional,Service/Security/Sales,116.8,Yes,No,No,Yes,Female,No,21,No,0,5,8,4,11.5,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,2,Oral Hygiene,Daytime,Secondary education,133.1,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Unskilled,Unskilled,104.5,Yes,No,No,Yes,Female,No,21,No,0,2,2,2,12.5,0,0,7,0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,Holders of other higher courses,1,Nursing,Daytime,Higher education - degree,140.0,Portuguese,Unknown,Unknown,Student,Student,140.0,No,No,No,Yes,Female,No,28,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,117.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Technician/Professional,Technician/Professional,113.2,No,Yes,No,Yes,Female,No,18,No,0,7,10,6,11.98,0,0,8,11,7,13.225,0,16.2,0.3,-0.92,Graduate
Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,128.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Cleaner,Food/Wood/Clothing,118.6,Yes,No,No,Yes,Female,Yes,21,No,0,6,8,5,13.2,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,136.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Administrative,123.8,No,No,No,Yes,Female,No,19,No,0,7,10,6,11.614285714285714,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,Graduate
Single,3rd phase - general contingent,6,Nursing,Daytime,Secondary education,141.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Executive/Director,Executive/Director,126.7,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,14.314285714285717,0,0,8,8,7,14.314285714285717,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,130.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Service/Security/Sales,133.8,No,No,No,Yes,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,140.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Construction/Craft,140.0,No,No,No,Yes,Female,No,20,No,2,6,9,6,12.666666666666666,0,1,6,12,2,13.0,0,13.9,-0.3,0.79,Enrolled
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,102.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Unskilled,Service/Security/Sales,100.6,Yes,No,No,Yes,Female,Yes,20,No,0,7,9,6,12.766666666666666,0,0,8,10,7,12.128571428571428,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary education,126.0,Portuguese,Secondary Education - 12th Year,Basic Education 1st Cycle,Construction/Craft,Unskilled,132.7,No,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.666666666666666,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Graduate
Single,Change of course,2,Advertising and Marketing Management,Daytime,Secondary education,125.0,Portuguese,Basic Education 2nd Cycle,Basic Education 3rd Cycle,Administrative,Technician/Professional,106.6,Yes,No,No,Yes,Female,No,20,No,4,6,7,6,11.5,0,0,6,10,4,10.571428571428571,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,120.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Service/Security/Sales,Administrative,140.4,No,No,No,Yes,Female,No,31,No,2,6,13,5,11.4,0,0,6,14,4,11.75,0,13.9,-0.3,0.79,Dropout
Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary education,132.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Construction/Craft,128.3,Yes,No,No,Yes,Female,Yes,19,No,0,7,8,7,14.70625,0,0,8,8,8,14.4775,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary education,128.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Service/Security/Sales,Service/Security/Sales,118.6,Yes,No,No,Yes,Female,Yes,19,No,0,7,9,6,11.814285714285717,0,0,8,8,7,13.542857142857144,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,115.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Technician/Professional,Machine Operator,123.4,No,No,No,Yes,Female,No,23,No,1,6,8,6,13.0,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,125.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Service/Security/Sales,Service/Security/Sales,124.0,No,No,No,Yes,Female,No,19,No,0,6,7,6,14.857142857142858,0,0,6,6,6,13.333333333333334,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,137.0,Portuguese,Secondary Education - 12th Year,Higher Education - Degree,Technician/Professional,Intellectual/Scientific,121.3,Yes,No,No,Yes,Female,No,20,No,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,101.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Administrative,101.0,Yes,No,Yes,Yes,Female,No,22,No,0,6,9,5,13.333333333333334,0,0,6,17,4,11.4,0,12.4,0.5,1.79,Enrolled
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,126.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Service/Security/Sales,116.9,Yes,Yes,No,Yes,Female,No,18,No,0,7,10,6,10.666666666666666,0,0,7,12,6,12.833333333333334,0,13.9,-0.3,0.79,Enrolled
Single,Holders of other higher courses,3,Equinculture,Daytime,Higher education - degree,130.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Other,Service/Security/Sales,130.0,No,No,Yes,No,Female,No,27,No,1,5,6,2,11.5,0,0,5,5,1,11.0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 years old,1,Oral Hygiene,Daytime,Basic education 3rd cycle,100.0,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,120.0,No,No,No,Yes,Female,No,29,No,0,7,9,1,10.0,0,0,7,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,122.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative,Technician/Professional,130.4,Yes,No,No,Yes,Female,No,18,No,0,6,10,5,11.8,0,0,6,10,5,12.2,0,11.1,0.6,2.02,Graduate
Single,2nd phase - general contingent,1,Communication Design,Daytime,Secondary education,126.0,Portuguese,Basic Education 3rd Cycle,Basic Education 2nd Cycle,Unskilled,Construction/Craft,118.7,No,No,No,Yes,Female,No,18,No,0,6,7,5,11.8,0,0,6,6,6,12.666666666666666,0,16.2,0.3,-0.92,Graduate
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,128.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Construction/Craft,Construction/Craft,131.5,No,No,No,Yes,Female,No,18,No,0,8,8,8,12.77125,0,0,8,8,8,12.77125,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,3,Veterinary Nursing,Daytime,Secondary education,134.0,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,120.4,Yes,No,No,Yes,Female,No,20,No,0,5,13,3,11.333333333333334,2,0,5,8,5,12.6,0,9.4,-0.8,-3.12,Enrolled
Single,2nd phase - general contingent,2,Tourism,Daytime,Secondary education,128.0,Portuguese,Basic Education 2nd Cycle,Basic Education 2nd Cycle,Unskilled,Unskilled,129.1,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,7,5,14.6,0,11.1,0.6,2.02,Graduate
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Administrative,Administrative,132.0,No,No,No,No,Female,No,18,No,1,6,10,5,12.2,1,0,6,11,4,10.833333333333334,0,13.9,-0.3,0.79,Enrolled
Single,Holders of other higher courses,2,Veterinary Nursing,Daytime,Higher education - degree,130.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Executive/Director,Executive/Director,130.0,No,No,No,No,Female,No,28,No,0,5,9,1,12.0,1,0,4,10,0,0.0,4,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary education,135.0,Portuguese,Basic Education 1st Cycle,Secondary Education - 12th Year,Construction/Craft,Construction/Craft,132.8,Yes,No,No,Yes,Female,Yes,18,No,0,8,12,7,11.721428571428572,0,0,8,12,7,11.721428571428572,0,12.7,3.7,-1.7,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle,133.1,Portuguese,Basic Education 1st Cycle,Basic Education 2nd Cycle,Service Worker,Skilled Farmer,143.7,No,No,No,Yes,Female,No,27,No,0,7,12,4,14.0,0,0,7,14,3,12.525,0,12.4,0.5,1.79,Enrolled
Single,Over 23 years old,1,Biofuel Production Technologies,Daytime,Secondary education,140.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Administrative,152.8,No,No,No,Yes,Female,No,26,No,0,7,9,7,14.75,0,0,7,12,5,13.8,3,16.2,0.3,-0.92,Enrolled
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,138.0,Portuguese,Basic Education 3rd Cycle,Secondary Education - 12th Year,Unskilled,Technician/Professional,133.5,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.666666666666666,0,0,6,6,6,13.666666666666666,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,150.0,Portuguese,Higher Education - Doctorate,Higher Education - Doctorate,Intellectual/Scientific,Intellectual/Scientific,146.2,No,No,No,Yes,Female,No,18,No,0,5,12,4,13.0,2,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,2,Management,Daytime,Secondary education,125.0,Portuguese,Secondary Education - 12th Year,Basic Education 3rd Cycle,Administrative,Agriculture/Fishery,115.2,No,Yes,No,Yes,Female,No,21,No,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,2,Communication Design,Daytime,Secondary education,121.0,Portuguese,Higher Education - Master's,Secondary Education - 12th Year,Intellectual/Scientific,Technician/Professional,120.7,Yes,No,No,Yes,Female,No,18,No,0,6,8,4,10.75,0,0,6,9,0,0.0,0,9.4,-0.8,-3.12,Enrolled
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,120.0,Portuguese,Unknown,Unknown,Blank,Blank,101.8,No,No,No,No,Female,No,32,No,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,2,Advertising and Marketing Management,Daytime,Secondary education,140.0,Portuguese,Unknown,Unknown,Student,Student,100.0,No,No,No,Yes,Female,No,28,No,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,100.0,Portuguese,Basic Education 1st Cycle,Basic Education 3rd Cycle,Unskilled,Intellectual/Scientific,121.9,No,No,No,No,Female,No,40,No,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Married,3rd phase - general contingent,2,Social Service (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Armed Forces,120.4,No,No,Yes,No,Female,No,39,No,0,5,5,0,0.0,0,0,4,4,0,0.0,0,9.4,-0.8,-3.12,Dropout
Married,3rd phase - general contingent,2,Social Service,Daytime,Secondary education,140.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Armed Forces,120.4,No,No,Yes,No,Female,No,39,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,120.0,Portuguese,Basic Education 1st Cycle,Basic Education 3rd Cycle,Unskilled,Administrative,148.8,No,No,No,Yes,Female,No,50,No,0,6,7,6,12.5,0,0,6,15,5,12.4,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,2,Basic Education,Daytime,Secondary education,138.0,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Administrative,123.0,Yes,No,No,Yes,Female,No,23,No,0,6,10,5,12.8,0,0,6,9,3,11.666666666666666,0,10.8,1.4,1.74,Dropout
Divorced,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle,133.1,Portuguese,Unknown,Unknown,Student,Student,100.0,No,No,No,Yes,Female,No,48,No,0,6,11,1,10.0,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general contingent,2,Basic Education,Daytime,Secondary education,118.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,112.1,Yes,No,No,Yes,Female,No,23,No,0,6,11,4,11.25,0,0,6,10,5,10.2,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary education,135.0,Portuguese,Basic Education 1st Cycle,Secondary Education - 12th Year,Service/Security/Sales,Service/Security/Sales,126.8,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,12.61,0,0,8,8,7,12.61,0,10.8,1.4,1.74,Graduate
Single,2nd phase - general contingent,1,Equinculture,Daytime,Secondary education,130.0,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle,Intellectual/Scientific,Unskilled,115.9,No,No,No,Yes,Female,No,18,No,0,5,14,2,12.0,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,Graduate
Single,International student (bachelor),1,Social Service,Daytime,Secondary education,150.0,Santomean,Higher Education - Degree,Basic Education 1st Cycle,Intellectual/Scientific,Machine Operator,132.5,Yes,No,No,No,Female,No,20,Yes,0,6,9,5,13.0,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate
Single,3rd phase - general contingent,3,Veterinary Nursing,Daytime,Secondary education,149.0,Ukrainian,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Unskilled,132.2,Yes,No,No,Yes,Female,Yes,18,Yes,0,5,9,4,12.0,0,0,5,8,5,13.0,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Oral Hygiene,Daytime,Secondary education,180.0,Ukrainian,Higher Education - Doctorate,Higher Education - Degree,Executive/Director,Executive/Director,183.5,Yes,No,No,Yes,Female,No,18,Yes,0,7,8,4,12.0,0,0,8,8,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Change of course,1,Informatics Engineering,Daytime,Secondary education,133.1,Portuguese,Secondary Education - 12th Year,Secondary Education - 12th Year,Unskilled,Technician/Professional,136.0,No,No,No,Yes,Male,No,31,No,0,5,12,1,12.0,0,0,5,9,1,11.0,4,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Informatics Engineering,Daytime,Basic education 3rd cycle,133.1,Portuguese,Basic Education 3rd Cycle,Basic Education 3rd Cycle,Service/Security/Sales,Technician/Professional,100.9,Yes,No,No,Yes,Male,No,24,No,0,5,9,1,12.0,0,0,5,6,3,10.5,0,10.8,1.4,1.74,Enrolled
Single,Over 23 years old,1,Animation and Multimedia Design,Daytime,Secondary education,145.0,Portuguese,Higher Education - Degree,Secondary Education - 12th Year,Intellectual/Scientific,Armed Forces,114.5,Yes,No,No,Yes,Male,No,24,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Management,Daytime,Secondary education,110.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Unskilled,Unskilled,110.3,No,No,Yes,No,Male,No,26,No,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,154.0,Portuguese,Higher Education - Degree,Higher Education - Degree,Intellectual/Scientific,Intellectual/Scientific,137.2,Yes,No,Yes,Yes,Male,No,18,No,0,6,11,5,13.625,0,0,6,9,4,11.75,0,16.2,0.3,-0.92,Dropout
Single,2nd phase - general contingent,1,Management,Daytime,Secondary education,126.0,Portuguese,Basic Education 1st Cycle,Basic Education 1st Cycle,Administrative,Construction/Craft,116.9,No,No,No,Yes,Male,Yes,19,No,0,5,12,3,11.666666666666666,0,0,5,10,3,11.666666666666666,0,12.7,3.7,-1.7,Enrolled
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,133.0,Portuguese,Basic Education 3rd Cycle,Basic Education 1st Cycle,Unskilled,Machine Operator,121.8,Yes,No,No,Yes,Male,No,22,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
